customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn,churn_flag,tenure_band,tenure_sort_index
C00672,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,34.75,587.22,No,0,13-24,3
C00673,Male,0,Yes,Yes,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.47,468.3,Yes,1,13-24,3
C00674,Female,0,No,Yes,45,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card,43.4,1953.19,Yes,1,25-48,4
C00675,Male,0,No,No,33,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card,40.88,1329.89,Yes,1,25-48,4
C00676,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer,66.55,2383.31,No,0,25-48,4
C00677,Male,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,61.77,1218.92,No,0,13-24,3
C00678,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,59.39,1897.61,Yes,1,25-48,4
C00679,Female,1,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,49.8,1149.17,Yes,1,13-24,3
C00680,Female,0,No,Yes,48,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,59.65,2761.82,No,0,25-48,4
C00681,Male,0,No,Yes,33,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer,54.85,1750.21,No,0,25-48,4
C00682,Female,0,Yes,Yes,39,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer,46.92,1854.61,No,0,25-48,4
C00683,Female,0,No,No,18,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,52.29,888.47,Yes,1,13-24,3
C00684,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,53.51,662.16,No,0,7-12,2
C00685,Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,59.81,1294.59,Yes,1,13-24,3
C00686,Male,0,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,44.14,1194.1,No,0,25-48,4
C00687,Female,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.91,394.47,Yes,1,7-12,2
C00688,Male,0,No,No,26,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,33.6,917.62,No,0,25-48,4
C00689,Female,0,Yes,No,28,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,37.93,1057.69,Yes,1,25-48,4
C00690,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,60.67,1052.81,Yes,1,13-24,3
C00691,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,70.4,2228.38,No,0,25-48,4
C00692,Male,1,Yes,No,16,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,35.07,588.11,No,0,13-24,3
C00693,Male,0,No,No,63,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.42,1413.59,Yes,1,49-72,5
C00694,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.91,867.45,Yes,1,13-24,3
C00695,Female,0,Yes,No,6,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,37.78,221.98,Yes,1,0-6,1
C00696,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,59.99,1779.91,No,0,25-48,4
C00697,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.35,435.29,Yes,1,7-12,2
C00698,Male,1,Yes,Yes,39,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,26.43,979.59,Yes,1,25-48,4
C00699,Female,1,No,Yes,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,54.24,550.69,Yes,1,7-12,2
C00700,Male,0,No,Yes,41,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,20.51,862.83,Yes,1,25-48,4
C00701,Female,1,No,No,38,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,39.13,1534.97,Yes,1,25-48,4
C00702,Male,0,No,No,7,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.83,147.71,Yes,1,7-12,2
C00703,Female,0,Yes,No,34,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,27.59,994.96,No,0,25-48,4
C00704,Male,0,Yes,Yes,61,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,21.19,1194.46,No,0,49-72,5
C00705,Male,1,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,66.98,2492.73,No,0,25-48,4
C00706,Female,0,No,No,53,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,42.14,2196.95,No,0,49-72,5
C00707,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card,68.48,3928.36,No,0,49-72,5
C00708,Female,1,No,No,40,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,34.66,1397.41,Yes,1,25-48,4
C00709,Male,1,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card,59.68,2293.52,No,0,25-48,4
C00710,Female,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,65.22,2225.59,Yes,1,25-48,4
C00711,Female,0,No,No,57,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer,61.4,3415.8,Yes,1,49-72,5
C00712,Female,0,Yes,No,42,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,35.56,1472.87,Yes,1,25-48,4
C00713,Male,0,No,No,21,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,37.11,759.82,No,0,13-24,3
C00714,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card,40.81,733.93,Yes,1,13-24,3
C00715,Female,1,No,No,5,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,18.81,89.0,Yes,1,0-6,1
C00716,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,60.67,3115.33,No,0,25-48,4
C00717,Female,0,No,Yes,21,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card,38.25,819.01,Yes,1,13-24,3
C00718,Male,0,No,No,37,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,18.05,637.27,No,0,25-48,4
C00719,Female,0,No,No,47,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,18.94,943.52,Yes,1,25-48,4
C00720,Female,1,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card,55.05,667.25,No,0,7-12,2
C00721,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,47.88,559.91,Yes,1,7-12,2
C00722,Male,1,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,67.26,3653.24,No,0,49-72,5
C00723,Female,0,Yes,Yes,14,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer,32.38,426.17,No,0,13-24,3
C00724,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,65.52,203.37,No,0,0-6,1
C00725,Male,1,Yes,No,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,57.35,1636.84,No,0,25-48,4
C00726,Male,0,No,Yes,29,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.76,559.11,Yes,1,25-48,4
C00727,Male,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,65.45,2357.31,No,0,25-48,4
C00728,Male,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,67.19,5033.75,Yes,1,49-72,5
C00729,Male,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,57.81,853.88,No,0,13-24,3
C00730,Male,1,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,53.82,693.65,Yes,1,7-12,2
C00731,Male,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,36.74,932.09,Yes,1,25-48,4
C00732,Female,1,No,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,66.21,810.83,Yes,1,13-24,3
C00733,Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,64.04,1261.34,No,0,13-24,3
C00734,Female,0,No,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.02,2036.49,No,0,49-72,5
C00735,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,60.59,403.87,Yes,1,7-12,2
C00736,Male,0,No,No,33,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.32,731.9,Yes,1,25-48,4
C00737,Female,0,Yes,Yes,21,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer,40.31,858.03,No,0,13-24,3
C00738,Female,0,Yes,No,19,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer,44.59,903.73,No,0,13-24,3
C00739,Male,0,No,Yes,8,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,37.58,312.98,Yes,1,7-12,2
C00740,Male,0,Yes,No,16,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.88,394.56,Yes,1,13-24,3
C00741,Female,1,Yes,No,31,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,22.51,709.92,No,0,25-48,4
C00742,Male,0,No,Yes,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card,58.84,2855.98,Yes,1,25-48,4
C00743,Male,1,Yes,Yes,67,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,57.67,3762.16,No,0,49-72,5
C00744,Female,0,No,No,36,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,62.14,2210.34,No,0,25-48,4
C00745,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,62.64,1851.2,Yes,1,25-48,4
C00746,Male,0,Yes,Yes,10,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.9,348.12,No,0,7-12,2
C00747,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.65,257.38,Yes,1,0-6,1
C00748,Female,0,No,Yes,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,23.81,1056.2,Yes,1,25-48,4
C00749,Female,0,No,No,50,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,42.63,2207.69,No,0,49-72,5
C00750,Male,0,No,Yes,36,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.62,907.73,No,0,25-48,4
C00751,Female,0,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer,34.87,642.18,Yes,1,13-24,3
C00752,Female,0,Yes,Yes,24,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.51,564.79,Yes,1,13-24,3
C00753,Female,1,No,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,27.62,2046.48,No,0,49-72,5
C00754,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,54.72,4004.09,Yes,1,49-72,5
C00755,Male,0,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.49,2714.4,Yes,1,25-48,4
C00756,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,57.23,166.53,Yes,1,0-6,1
C00757,Male,1,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,61.62,930.16,No,0,13-24,3
C00758,Female,0,Yes,No,36,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,42.54,1474.51,No,0,25-48,4
C00759,Female,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,40.4,2212.03,Yes,1,49-72,5
C00760,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,60.79,4484.75,No,0,49-72,5
C00761,Male,0,Yes,No,53,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,33.56,1762.43,Yes,1,49-72,5
C00762,Female,0,Yes,No,45,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.83,1003.93,Yes,1,25-48,4
C00763,Male,0,No,No,46,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,28.34,1255.78,Yes,1,25-48,4
C00764,Female,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,69.14,1006.29,No,0,13-24,3
C00765,Male,0,Yes,No,36,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,31.52,1055.48,Yes,1,25-48,4
C00766,Female,1,Yes,No,50,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,43.66,2286.44,Yes,1,49-72,5
C00767,Male,1,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,55.07,1364.86,Yes,1,25-48,4
C00768,Male,0,Yes,Yes,34,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,33.87,1059.51,No,0,25-48,4
C00769,Male,0,No,No,20,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card,35.49,699.82,Yes,1,13-24,3
C00770,Female,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.07,3253.75,Yes,1,49-72,5
C00771,Male,1,Yes,Yes,26,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.38,643.38,No,0,25-48,4
C00772,Male,0,No,No,21,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.96,659.68,No,0,13-24,3
C00773,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer,31.74,2166.83,No,0,49-72,5
C00774,Male,0,Yes,Yes,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.8,164.03,No,0,7-12,2
C00775,Male,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,43.94,2600.26,No,0,49-72,5
C00776,Male,0,No,No,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,18.07,548.71,No,0,25-48,4
C00777,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,65.64,4447.34,No,0,49-72,5
C00778,Female,0,No,No,23,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.71,495.26,No,0,13-24,3
C00779,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,61.49,1117.15,Yes,1,13-24,3
C00780,Female,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,56.31,585.33,No,0,7-12,2
C00781,Female,1,Yes,No,39,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,31.35,1188.61,No,0,25-48,4
C00782,Male,0,Yes,No,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.48,191.28,Yes,1,0-6,1
C00783,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.85,701.17,Yes,1,7-12,2
C00784,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,55.68,2331.68,No,0,25-48,4
C00785,Female,0,No,No,70,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,30.62,2279.65,No,0,49-72,5
C00786,Female,0,No,Yes,33,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,33.59,1145.54,Yes,1,25-48,4
C00787,Male,0,No,No,18,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,33.08,589.77,No,0,13-24,3
C00788,Female,1,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,59.73,729.9,Yes,1,7-12,2
C00789,Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.95,2210.06,Yes,1,25-48,4
C00790,Female,1,No,No,11,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.37,299.88,Yes,1,7-12,2
C00791,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,61.06,2303.58,Yes,1,25-48,4
C00792,Female,1,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,61.37,1216.58,Yes,1,13-24,3
C00793,Male,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,65.24,2640.71,No,0,25-48,4
C00794,Female,1,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,57.4,1361.61,No,0,13-24,3
C00795,Female,0,No,Yes,10,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Credit card,26.95,263.54,No,0,7-12,2
C00796,Female,0,Yes,No,42,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer,37.67,1549.24,No,0,25-48,4
C00797,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,60.21,672.79,Yes,1,7-12,2
C00798,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer,58.1,2026.39,Yes,1,25-48,4
C00799,Male,0,No,No,8,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.55,213.68,No,0,7-12,2
C00800,Male,0,Yes,Yes,49,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,18.18,827.77,No,0,49-72,5
C00801,Male,0,Yes,No,19,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,31.13,562.92,No,0,13-24,3
C00802,Male,1,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,58.18,974.95,No,0,13-24,3
C00803,Female,0,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,62.97,1889.21,No,0,25-48,4
C00804,Male,0,Yes,Yes,34,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card,46.45,1607.79,No,0,25-48,4
C00805,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,38.51,368.6,Yes,1,7-12,2
C00806,Male,0,No,No,16,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card,41.85,619.97,No,0,13-24,3
C00807,Male,0,Yes,Yes,38,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,38.95,1478.49,Yes,1,25-48,4
C00808,Male,1,No,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer,65.88,2425.86,Yes,1,25-48,4
C00809,Male,0,Yes,Yes,72,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,57.69,4403.46,No,0,49-72,5
C00810,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,35.94,1340.2,No,0,25-48,4
C00811,Male,0,No,No,3,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,21.77,67.79,No,0,0-6,1
C00812,Male,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card,58.26,2577.19,No,0,25-48,4
C00813,Male,0,No,No,31,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer,62.22,1896.77,No,0,25-48,4
C00814,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,57.77,2088.36,Yes,1,25-48,4
C00815,Female,0,No,Yes,22,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer,35.46,807.15,No,0,13-24,3
C00816,Female,0,Yes,No,18,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card,28.1,521.66,No,0,13-24,3
C00817,Female,0,Yes,No,66,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer,33.52,2123.18,No,0,49-72,5
C00818,Male,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.24,2697.5,No,0,25-48,4
C00819,Male,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.1,3449.01,Yes,1,49-72,5
C00820,Female,0,No,No,31,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,42.34,1228.56,No,0,25-48,4
C00821,Male,0,No,No,23,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.69,572.84,Yes,1,13-24,3
C00822,Female,0,No,No,28,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.76,766.78,No,0,25-48,4
C00823,Male,0,Yes,No,8,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,38.16,290.39,Yes,1,7-12,2
C00824,Female,1,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,52.09,2013.43,No,0,25-48,4
C00825,Female,0,No,No,43,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,30.34,1400.6,Yes,1,25-48,4
C00826,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card,43.59,1686.36,No,0,25-48,4
C00827,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,43.96,1112.57,Yes,1,13-24,3
C00828,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,58.56,1222.85,No,0,13-24,3
C00829,Female,0,No,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card,43.55,1672.65,Yes,1,25-48,4
C00830,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,59.61,4040.16,Yes,1,49-72,5
C00831,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,56.44,3848.66,Yes,1,49-72,5
C00832,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card,56.03,1032.11,Yes,1,13-24,3
C00833,Male,0,No,No,37,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.03,2060.76,Yes,1,25-48,4
C00834,Female,0,Yes,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,35.19,433.59,Yes,1,7-12,2
C00835,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,58.93,2913.61,Yes,1,49-72,5
C00836,Male,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,61.73,1166.57,No,0,13-24,3
C00837,Male,0,No,No,72,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.31,1710.78,Yes,1,49-72,5
C00838,Female,1,No,Yes,24,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,42.63,977.45,Yes,1,13-24,3
